layer,feature_id,active_count,active_fraction,total_activation,mean_activation_when_active,max_activation,sae_folder
2,208,146,0.03331811958010041,31779.626358032227,217.66867368515224,456.5556335449219,resid_post_all/layer_2_width_16k_l0_small
2,9966,134,0.03057964399817435,8225.999282836914,61.388054349529206,74.63316345214844,resid_post_all/layer_2_width_16k_l0_small
2,3372,134,0.03057964399817435,7386.154426574707,55.12055542219931,85.23101806640625,resid_post_all/layer_2_width_16k_l0_small
2,11574,134,0.03057964399817435,4434.521183013916,33.093441664282956,51.35770797729492,resid_post_all/layer_2_width_16k_l0_small
2,224,132,0.030123231401186674,8028.960453033447,60.82545797752611,163.64234924316406,resid_post_all/layer_2_width_16k_l0_small
2,1218,129,0.029438612505705158,31303.239082336426,242.66076808012733,269.370849609375,resid_post_all/layer_2_width_16k_l0_small
2,164,128,0.02921040620721132,62330.4853515625,486.95691680908203,514.0887451171875,resid_post_all/layer_2_width_16k_l0_small
2,803,126,0.02875399361022364,32416.83773803711,257.2764899844215,285.7889404296875,resid_post_all/layer_2_width_16k_l0_small
2,1643,120,0.02738475581926061,9861.80908203125,82.18174235026042,195.1591033935547,resid_post_all/layer_2_width_16k_l0_small
2,1982,118,0.026928343222272933,10464.782165527344,88.68459462311309,180.837646484375,resid_post_all/layer_2_width_16k_l0_small
2,12271,112,0.025559105431309903,6285.180435180664,56.117682456970215,81.97476959228516,resid_post_all/layer_2_width_16k_l0_small
2,1399,109,0.02487448653582839,6025.840621948242,55.282941485763686,183.90213012695312,resid_post_all/layer_2_width_16k_l0_small
2,12874,105,0.023961661341853034,6229.997871398926,59.33331306094215,78.27545928955078,resid_post_all/layer_2_width_16k_l0_small
